OriginalTweet,Sentiment
opinion mad hell easily panicked whole world flu held hostage intense propaganda pushed agenda school closed event cancelled stock market declined toilet paper food shortage etc,Negative
please leave poor retail worker alone wish could put list item stock front door people give look tell get truck week stop that low volume office supply store couid,Negative
california price dropped use safeway club card going pay much le paid couid coronaoutbreak coronapocalypse,Negative
corona strike global market shaking oil price drop america potus order purchase crude oil fill reserve opportunist coronaoutbreak couid fridaytheth couid fridaymotivation,Negative
ensure stock food amp supply there i possibility country may shut amp place quarantine due couid those live internationally ie usaconfusion school already shit due virus scare even contracted it,Negative
news avoid crowded area society people jam packed one grocery store helping problem couid coronaoutbreak,Negative
well done premierleague postponing footy match april red april the due coronavirus stock market lowest public stock piling food sport cancelled new case today uk think worst,Negative
local grocery store couid,Neutral
getting ready go work grocery store coronavirus booming people psycho coronavirus couid lockdown coronaoutbreak,Positive
that i line front supermarket neighborhood said let people inside time sofia bulgaria couid coronaoutbreak,Neutral
attack seriously damage economy well a consumer confidence later destructive activity called agrobioterrorism subtype of agro terrorism couid couid coronafromusa,Negative
infographics help put thing perspective seriously go buy shit bulk avoid chinese food panic coronaviruspandemic couid,Negative
grocery store toilet paper think people freaking buying toilet paper afraid quarantined coronavirus wuhanvirus cold couid couid coronaviruspandemic,Negative
dont forget polite others especially people working grocery store right now theyre working ass off quarantineandchill stateofemergency couid lockdown nationalemergency coronaoutbreak fridaythoughts,Positive
wow time come kindergarten amp school closed monday april the corona far italy situation anymore going lot stock shopping today canned food frozen food drink toilet paper,Positive
coronavirus new word gelled statistieken stalker statistic stalker also agreed non stalker statement important stock water food toilet paper prepare virus outbreak,Positive
wow even expensive meat gone supermarket packed disinfectant gone couid,Positive
i i still trying figure people going nut buying half grocery store out went local roger bread gone water gone egg gone to gone plus many more mom pal scared mind couid hoarding grocery unreal,Negative
someone explain gas price low everything going couid coronaoutbreak,Negative
tell episode here i lucy long time ago because grocery store went fully stocked ha interesting timing airing supermarket empty shelf losangeles california emergencypreparedness couid coronavirus,Positive
call rep amp senator today amp demand pas bill contains free testing day paid sick leave month paid family leave expanded unemployment insurance amp food security medicaid fund life line,Negative
coughed grocery store tonight dude looked like wanted stab me like chill bro got allergy swear couid coronavirus allergy,Neutral
